Id,Title,Category,Price,Url,ImageUrl
7199977930934,"Royal Canin Educ Training Treat Sachets",dog-training,$2.10,https://yourpetpa.com.au/collections/dog-training/products/royal-canin-educ-training-treat-sachets,https://cdn.shopify.com/s/files/1/0579/5712/2230/products/royal-canin-educ-training-treat-sachets_1024x1024.png?v=1639530078
7281655972022,"Vets Best Rewards Lamb Liver Treats",dog-training,$8.12,https://yourpetpa.com.au/collections/dog-training/products/vets-best-rewards-lamb-liver-treats,https://cdn.shopify.com/s/files/1/0579/5712/2230/products/vetsbestrewards_1024x1024.jpg?v=1647047111
6983945060534,"KONG Classic Dog Toy",dog-training,$9.77,https://yourpetpa.com.au/collections/dog-training/products/kong-classic-dog-toy,https://cdn.shopify.com/s/files/1/0579/5712/2230/products/KK_1___60240.1573789496_1024x1024.jpg?v=1630132611
6983964459190,"KONG Extreme Dog Toy",dog-training,$12.28,https://yourpetpa.com.au/collections/dog-training/products/kong-extreme-dog-toy,https://cdn.shopify.com/s/files/1/0579/5712/2230/products/kong-extreme-black__81426.1597647641.386.513_1024x1024.png?v=1630133102
7278865318070,"Urine Off Dog & Puppy",dog-training,$8.00,https://yourpetpa.com.au/collections/dog-training/products/urine-off-dog,https://cdn.shopify.com/s/files/1/0579/5712/2230/products/uineoff118ml_1024x1024.webp?v=1646805208
6983977074870,"KONG Puppy Dog toy",dog-training,$8.14,https://yourpetpa.com.au/collections/dog-training/products/kong-puppy-dog-toy,https://cdn.shopify.com/s/files/1/0579/5712/2230/products/KONG-puppy-both__97527.1573795093_1024x1024.jpg?v=1630133446
6984010498230,"Blackdog Training Clickers",dog-training,$5.99,https://yourpetpa.com.au/collections/dog-training/products/blackdog-training-clickers,https://cdn.shopify.com/s/files/1/0579/5712/2230/products/blackdog-wear-training-clicker-assorted-colours_1024x1024.png?v=1630134463
7123019104438,"Adaptil Calming Collar for Small Dogs 45cm",dog-training,$72.20,https://yourpetpa.com.au/collections/dog-training/products/adaptil-calm-collar-for-small-dogs-45cm,https://cdn.shopify.com/s/files/1/0579/5712/2230/products/Untitleddesign_3_1024x1024.png?v=1664335330
7458039267510,"Bell and Bone Freeze Dried Training Treats - Salmon, Carrot and Flaxseed 90g",dog-training,$14.95,https://yourpetpa.com.au/collections/dog-training/products/bell-and-bone-freeze-dried-training-treats-salmon-carrot-and-flaxseed-90g,https://cdn.shopify.com/s/files/1/0579/5712/2230/products/SalmonFreezedriedtreats_1024x1024.png?v=1662526221
6983764213942,"Zylkene Capsules for Dogs & Cats (30's)",dogs-anxiety-and-stress,$33.75,https://yourpetpa.com.au/collections/dogs-anxiety-and-stress/products/zylkene-capsules-for-dogs-cats,https://cdn.shopify.com/s/files/1/0579/5712/2230/products/zylkene-anxiety-capsules-all-packaging__71936.1554467035_1024x1024.jpg?v=1664335262
